Year,State,Type,Length,Expense,Value,Region
2013,Idaho,Public Out-of-State,2-year,Fees/Tuition,7276,West
2015,New York,Public In-State,4-year,Fees/Tuition,7272,Northeast
2013,Arkansas,Private,4-year,Room/Board,7263,Southeast
2015,Arkansas,Public In-State,4-year,Fees/Tuition,7261,Southeast
2014,District of Columbia,Public In-State,4-year,Fees/Tuition,7255,
2017,Alaska,Private,4-year,Room/Board,7255,West
2018,North Dakota,Private,4-year,Room/Board,7255,Midwest
2014,Kansas,Public In-State,4-year,Room/Board,7247,Midwest
2014,Kansas,Public Out-of-State,4-year,Room/Board,7247,Midwest
2018,Idaho,Public In-State,4-year,Fees/Tuition,7247,West
2013,District of Columbia,Public In-State,4-year,Fees/Tuition,7244,
2017,West Virginia,Public In-State,4-year,Fees/Tuition,7241,Southeast
2015,South Dakota,Public In-State,4-year,Room/Board,7239,Midwest
2015,South Dakota,Public Out-of-State,4-year,Room/Board,7239,Midwest
2014,New Hampshire,Public In-State,2-year,Fees/Tuition,7230,Northeast
2020,North Carolina,Public In-State,4-year,Fees/Tuition,7228,Southeast
2021,South Dakota,Public Out-of-State,2-year,Fees/Tuition,7224,Midwest
2015,Nebraska,Public In-State,4-year,Fees/Tuition,7223,Midwest
2018,Alaska,Public In-State,4-year,Fees/Tuition,7221,West
2015,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,7220,Midwest
2017,Oklahoma,Public In-State,4-year,Fees/Tuition,7219,Southwest
2013,New Hampshire,Public In-State,2-year,Fees/Tuition,7218,Northeast
2017,North Carolina,Public In-State,4-year,Fees/Tuition,7218,Southeast
2017,Alaska,Public In-State,4-year,Fees/Tuition,7210,West
2016,North Dakota,Public In-State,4-year,Fees/Tuition,7208,Midwest
2018,Georgia,Public In-State,4-year,Fees/Tuition,7206,Southeast
2016,Utah,Public In-State,4-year,Room/Board,7204,West
2016,Utah,Public Out-of-State,4-year,Room/Board,7204,West
2015,Mississippi,Private,4-year,Room/Board,7201,Southeast
2021,Washington,Public Out-of-State,2-year,Fees/Tuition,7186,West
2016,Mississippi,Public In-State,4-year,Fees/Tuition,7175,Southeast
2019,North Carolina,Public In-State,4-year,Fees/Tuition,7174,Southeast
2020,Washington,Public In-State,4-year,Fees/Tuition,7168,West
2015,North Dakota,Public In-State,4-year,Room/Board,7167,Midwest
2015,North Dakota,Public Out-of-State,4-year,Room/Board,7167,Midwest
2013,Hawaii,Public Out-of-State,2-year,Fees/Tuition,7166,West
2020,New Mexico,Public In-State,4-year,Fees/Tuition,7152,Southwest
2014,Utah,Public In-State,4-year,Room/Board,7147,West
2014,Utah,Public Out-of-State,4-year,Room/Board,7147,West
2020,New Hampshire,Public In-State,2-year,Fees/Tuition,7130,Northeast
2013,Oklahoma,Public In-State,4-year,Room/Board,7123,Southwest
2013,Oklahoma,Public Out-of-State,4-year,Room/Board,7123,Southwest
2021,New Hampshire,Public In-State,2-year,Fees/Tuition,7123,Northeast
2017,California,Public Out-of-State,2-year,Fees/Tuition,7120,West
2019,Vermont,Public In-State,2-year,Fees/Tuition,7120,Northeast
2014,Washington,Public Out-of-State,2-year,Fees/Tuition,7108,West
2013,Wisconsin,Public In-State,4-year,Room/Board,7106,Midwest
2013,Wisconsin,Public Out-of-State,4-year,Room/Board,7106,Midwest
2020,Colorado,Public Out-of-State,2-year,Fees/Tuition,7103,West
2013,Oklahoma,Public Out-of-State,2-year,Fees/Tuition,7101,Southwest
2017,Idaho,Private,4-year,Room/Board,7085,West
2014,Nebraska,Public In-State,4-year,Fees/Tuition,7081,Midwest
2016,Idaho,Private,4-year,Room/Board,7064,West
2018,Louisiana,Public Out-of-State,2-year,Fees/Tuition,7057,Southeast
2015,North Dakota,Public In-State,4-year,Fees/Tuition,7050,Midwest
2019,Washington,Public In-State,4-year,Fees/Tuition,7036,West
2015,Utah,Public In-State,4-year,Room/Board,7028,West
2015,Utah,Public Out-of-State,4-year,Room/Board,7028,West
2014,Iowa,Private,4-year,Room/Board,7026,Midwest
2013,Nebraska,Public In-State,4-year,Fees/Tuition,7023,Midwest
2019,Idaho,Private,4-year,Room/Board,7019,West
2016,Georgia,Public In-State,4-year,Fees/Tuition,7011,Southeast
2017,Georgia,Public In-State,4-year,Fees/Tuition,7010,Southeast
2017,Idaho,Public In-State,4-year,Fees/Tuition,7005,West
2017,New Hampshire,Public In-State,2-year,Fees/Tuition,7002,Northeast
2016,New Hampshire,Public In-State,2-year,Fees/Tuition,6999,Northeast
2013,Washington,Public Out-of-State,2-year,Fees/Tuition,6983,West
2015,New Hampshire,Public In-State,2-year,Fees/Tuition,6979,Northeast
2019,Montana,Public In-State,4-year,Fees/Tuition,6972,West
2013,Kansas,Public In-State,4-year,Fees/Tuition,6970,Midwest
2016,California,Public Out-of-State,2-year,Fees/Tuition,6968,West
2020,Montana,Public In-State,4-year,Fees/Tuition,6967,West
2013,South Dakota,Private,4-year,Room/Board,6953,Midwest
2014,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,6945,Midwest
2016,North Carolina,Public In-State,4-year,Fees/Tuition,6944,Southeast
2013,Kansas,Public In-State,4-year,Room/Board,6931,Midwest
2013,Kansas,Public Out-of-State,4-year,Room/Board,6931,Midwest
2021,Arizona,Public Out-of-State,2-year,Fees/Tuition,6927,Southwest
2015,New Jersey,Public Out-of-State,2-year,Fees/Tuition,6926,Northeast
2021,Vermont,Public In-State,2-year,Fees/Tuition,6920,Northeast
2016,Idaho,Public In-State,4-year,Fees/Tuition,6915,West
2017,Washington,Public In-State,4-year,Fees/Tuition,6903,West
2019,New Mexico,Public In-State,4-year,Fees/Tuition,6902,Southwest
2016,West Virginia,Public In-State,4-year,Fees/Tuition,6900,Southeast
2014,Arkansas,Public In-State,4-year,Fees/Tuition,6894,Southeast
2014,New York,Public In-State,4-year,Fees/Tuition,6892,Northeast
2014,North Dakota,Public In-State,4-year,Room/Board,6890,Midwest
2014,North Dakota,Public Out-of-State,4-year,Room/Board,6890,Midwest
2013,Florida,Public Out-of-State,2-year,Fees/Tuition,6889,Southeast
2015,Washington,Public Out-of-State,2-year,Fees/Tuition,6887,West
2015,Mississippi,Public In-State,4-year,Fees/Tuition,6880,Southeast
2016,Alaska,Public In-State,4-year,Fees/Tuition,6880,West
2014,New Jersey,Public Out-of-State,2-year,Fees/Tuition,6868,Northeast
2021,Iowa,Public Out-of-State,2-year,Fees/Tuition,6844,Midwest
2015,Idaho,Public In-State,4-year,Fees/Tuition,6834,West
2013,Iowa,Private,4-year,Room/Board,6832,Midwest
2018,Washington,Public In-State,4-year,Fees/Tuition,6830,West
2015,Alaska,Private,4-year,Room/Board,6825,West
2017,New Mexico,Public In-State,4-year,Fees/Tuition,6825,Southwest
2013,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,6824,Midwest
2014,North Dakota,Public In-State,4-year,Fees/Tuition,6824,Midwest
2015,Idaho,Public In-State,4-year,Room/Board,6810,West
2015,Idaho,Public Out-of-State,4-year,Room/Board,6810,West
2020,Missouri,Public Out-of-State,2-year,Fees/Tuition,6797,Midwest
2018,Montana,Public In-State,4-year,Fees/Tuition,6783,West
2021,Missouri,Public Out-of-State,2-year,Fees/Tuition,6783,Midwest
2021,Louisiana,Public Out-of-State,2-year,Fees/Tuition,6770,Southeast
2015,Georgia,Public In-State,4-year,Fees/Tuition,6753,Southeast
2013,Idaho,Private,4-year,Fees/Tuition,6752,West
2021,Maine,Public Out-of-State,2-year,Fees/Tuition,6746,Northeast
2014,Idaho,Private,4-year,Fees/Tuition,6736,West
2016,Wyoming,Public Out-of-State,2-year,Fees/Tuition,6733,West
2015,California,Public Out-of-State,2-year,Fees/Tuition,6731,West
2019,Utah,Public In-State,4-year,Fees/Tuition,6731,West
2018,New Mexico,Public In-State,4-year,Fees/Tuition,6718,Southwest
2013,Utah,Public In-State,4-year,Room/Board,6701,West
2013,Utah,Public Out-of-State,4-year,Room/Board,6701,West
2020,Utah,Public In-State,4-year,Fees/Tuition,6700,West
2019,New Mexico,Public Out-of-State,2-year,Fees/Tuition,6698,Southwest
2014,South Dakota,Public In-State,4-year,Room/Board,6695,Midwest
2014,South Dakota,Public Out-of-State,4-year,Room/Board,6695,Midwest
2016,Oklahoma,Public In-State,4-year,Fees/Tuition,6680,Southwest
2017,North Dakota,Private,4-year,Room/Board,6674,Midwest
2020,Iowa,Public Out-of-State,2-year,Fees/Tuition,6664,Midwest
2015,Louisiana,Public Out-of-State,2-year,Fees/Tuition,6659,Southeast
2015,North Carolina,Public In-State,4-year,Fees/Tuition,6658,Southeast
2015,Wyoming,Public Out-of-State,2-year,Fees/Tuition,6658,West
2014,Mississippi,Private,4-year,Room/Board,6657,Southeast
2020,Vermont,Public In-State,2-year,Fees/Tuition,6654,Northeast
2017,Washington,Public Out-of-State,2-year,Fees/Tuition,6647,West
2020,Maine,Public Out-of-State,2-year,Fees/Tuition,6642,Northeast
2013,North Dakota,Public In-State,4-year,Room/Board,6639,Midwest
2013,North Dakota,Public Out-of-State,4-year,Room/Board,6639,Midwest
2020,New Mexico,Public Out-of-State,2-year,Fees/Tuition,6624,Southwest
2014,Georgia,Public In-State,4-year,Fees/Tuition,6614,Southeast
2019,Maine,Public Out-of-State,2-year,Fees/Tuition,6614,Northeast
2014,Mississippi,Public In-State,4-year,Fees/Tuition,6612,Southeast
2013,Arkansas,Public In-State,4-year,Fees/Tuition,6604,Southeast
2014,California,Public Out-of-State,2-year,Fees/Tuition,6593,West
2013,New Jersey,Public Out-of-State,2-year,Fees/Tuition,6591,Northeast
2016,Michigan,Public Out-of-State,2-year,Fees/Tuition,6590,Midwest
2014,Louisiana,Public In-State,4-year,Fees/Tuition,6585,Southeast
2018,Iowa,Public Out-of-State,2-year,Fees/Tuition,6581,Midwest
2014,North Carolina,Public In-State,4-year,Fees/Tuition,6578,Southeast
2013,North Dakota,Public In-State,4-year,Fees/Tuition,6572,Midwest
2016,Washington,Public Out-of-State,2-year,Fees/Tuition,6565,West
2020,Michigan,Public Out-of-State,2-year,Fees/Tuition,6564,Midwest
2019,Missouri,Public Out-of-State,2-year,Fees/Tuition,6558,Midwest
2018,Utah,Public In-State,4-year,Fees/Tuition,6557,West
2013,New York,Public In-State,4-year,Fees/Tuition,6556,Northeast
2015,Idaho,Private,4-year,Room/Board,6552,West
2018,Michigan,Public Out-of-State,2-year,Fees/Tuition,6552,Midwest
2021,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,6552,Midwest
2016,Delaware,Public Out-of-State,2-year,Fees/Tuition,6548,Northeast
2017,Montana,Public In-State,4-year,Fees/Tuition,6503,West
2020,Washington,Public Out-of-State,2-year,Fees/Tuition,6500,West
2020,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,6499,Midwest
2018,Maine,Public Out-of-State,2-year,Fees/Tuition,6498,Northeast
2017,Louisiana,Public Out-of-State,2-year,Fees/Tuition,6496,Southeast
2017,Maine,Public Out-of-State,2-year,Fees/Tuition,6494,Northeast
2017,Michigan,Public Out-of-State,2-year,Fees/Tuition,6474,Midwest
2020,South Dakota,Public In-State,2-year,Fees/Tuition,6469,Midwest
2014,Louisiana,Public Out-of-State,2-year,Fees/Tuition,6463,Southeast
2015,Idaho,Private,4-year,Fees/Tuition,6456,West
2015,Maine,Public Out-of-State,2-year,Fees/Tuition,6455,Northeast
2021,Idaho,Private,4-year,Fees/Tuition,6452,West
2019,Iowa,Public Out-of-State,2-year,Fees/Tuition,6449,Midwest
2013,South Dakota,Public In-State,4-year,Room/Board,6445,Midwest
2013,South Dakota,Public Out-of-State,4-year,Room/Board,6445,Midwest
2016,Montana,Public In-State,4-year,Fees/Tuition,6443,West
2016,Alaska,Private,4-year,Room/Board,6431,West
2020,Idaho,Private,4-year,Fees/Tuition,6429,West
2015,West Virginia,Public In-State,4-year,Fees/Tuition,6420,Southeast
2018,Texas,Public Out-of-State,2-year,Fees/Tuition,6418,Southwest
2018,Vermont,Public In-State,2-year,Fees/Tuition,6414,Northeast
2019,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,6408,Midwest
2017,Iowa,Public Out-of-State,2-year,Fees/Tuition,6406,Midwest
2016,Maine,Public Out-of-State,2-year,Fees/Tuition,6396,Northeast
2015,Montana,Public In-State,4-year,Fees/Tuition,6378,West
2020,Texas,Public Out-of-State,2-year,Fees/Tuition,6373,Southwest
2019,Michigan,Public Out-of-State,2-year,Fees/Tuition,6372,Midwest
2015,Alaska,Public In-State,4-year,Fees/Tuition,6356,West
2014,Wyoming,Public Out-of-State,2-year,Fees/Tuition,6353,West
2015,Oklahoma,Public In-State,4-year,Fees/Tuition,6345,Southwest
2017,Utah,Public In-State,4-year,Fees/Tuition,6334,West
2013,Georgia,Public In-State,4-year,Fees/Tuition,6325,Southeast
2014,Montana,Public In-State,4-year,Fees/Tuition,6323,West
2015,Michigan,Public Out-of-State,2-year,Fees/Tuition,6323,Midwest
2013,Alaska,Public In-State,4-year,Fees/Tuition,6317,West
2014,Idaho,Public In-State,4-year,Fees/Tuition,6315,West
2013,Mississippi,Private,4-year,Room/Board,6289,Southeast
2013,California,Public Out-of-State,2-year,Fees/Tuition,6267,West
2013,Montana,Public In-State,4-year,Fees/Tuition,6267,West
2016,New Mexico,Public In-State,4-year,Fees/Tuition,6262,Southwest
2018,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,6257,Midwest
2014,Maine,Public Out-of-State,2-year,Fees/Tuition,6254,Northeast
2015,North Dakota,Private,4-year,Room/Board,6248,Midwest
2021,New Mexico,Public Out-of-State,2-year,Fees/Tuition,6236,Southwest
2013,North Carolina,Public In-State,4-year,Fees/Tuition,6223,Southeast
2017,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,6223,Midwest
2017,Vermont,Public In-State,2-year,Fees/Tuition,6222,Northeast
2016,North Dakota,Private,4-year,Room/Board,6220,Midwest
2014,Minnesota,Public Out-of-State,2-year,Fees/Tuition,6203,Midwest
2013,Minnesota,Public Out-of-State,2-year,Fees/Tuition,6197,Midwest
2021,North Dakota,Public Out-of-State,2-year,Fees/Tuition,6186,Midwest
2019,South Dakota,Public In-State,2-year,Fees/Tuition,6170,Midwest
2018,Missouri,Public Out-of-State,2-year,Fees/Tuition,6157,Midwest
2020,Minnesota,Public Out-of-State,2-year,Fees/Tuition,6151,Midwest
2013,Mississippi,Public In-State,4-year,Fees/Tuition,6147,Southeast
2014,Alaska,Public In-State,4-year,Fees/Tuition,6141,West
2016,Utah,Public In-State,4-year,Fees/Tuition,6140,West
2019,Idaho,Private,4-year,Fees/Tuition,6139,West
2014,Michigan,Public Out-of-State,2-year,Fees/Tuition,6116,Midwest
2018,Minnesota,Public Out-of-State,2-year,Fees/Tuition,6113,Midwest
2017,Texas,Public Out-of-State,2-year,Fees/Tuition,6100,Southwest
2016,Vermont,Public In-State,2-year,Fees/Tuition,6054,Northeast
2013,Maine,Public Out-of-State,2-year,Fees/Tuition,6053,Northeast
2017,Minnesota,Public Out-of-State,2-year,Fees/Tuition,6053,Midwest
2014,Oklahoma,Public In-State,4-year,Fees/Tuition,6043,Southwest
2020,South Dakota,Public Out-of-State,2-year,Fees/Tuition,6043,Midwest
2020,North Dakota,Public Out-of-State,2-year,Fees/Tuition,6031,Midwest
2018,South Dakota,Public In-State,2-year,Fees/Tuition,6026,Midwest
2020,Nevada,Public In-State,4-year,Fees/Tuition,6023,West
2020,District of Columbia,Public In-State,4-year,Fees/Tuition,6020,
2021,Minnesota,Public Out-of-State,2-year,Fees/Tuition,6012,Midwest
2016,Idaho,Private,4-year,Fees/Tuition,6006,West
2015,New Mexico,Public In-State,4-year,Fees/Tuition,6003,Southwest
2013,Wyoming,Public Out-of-State,2-year,Fees/Tuition,5998,West
2014,West Virginia,Public In-State,4-year,Fees/Tuition,5998,Southeast
2013,Idaho,Public In-State,4-year,Fees/Tuition,5980,West
2018,Washington,Public Out-of-State,2-year,Fees/Tuition,5976,West
2016,Minnesota,Public Out-of-State,2-year,Fees/Tuition,5975,Midwest
2014,New Mexico,Public In-State,4-year,Fees/Tuition,5973,Southwest
2015,Minnesota,Public Out-of-State,2-year,Fees/Tuition,5960,Midwest
2019,Minnesota,Public Out-of-State,2-year,Fees/Tuition,5947,Midwest
2015,Utah,Public In-State,4-year,Fees/Tuition,5942,West
2017,Idaho,Private,4-year,Fees/Tuition,5925,West
2018,Nevada,Public In-State,4-year,Fees/Tuition,5920,West
2019,Texas,Public Out-of-State,2-year,Fees/Tuition,5920,Southwest
2019,District of Columbia,Public In-State,4-year,Fees/Tuition,5888,
2015,Vermont,Public In-State,2-year,Fees/Tuition,5886,Northeast
2013,Oklahoma,Public In-State,4-year,Fees/Tuition,5882,Southwest
2018,South Dakota,Public Out-of-State,2-year,Fees/Tuition,5853,Midwest
2019,Nevada,Public In-State,4-year,Fees/Tuition,5845,West
2019,South Dakota,Public Out-of-State,2-year,Fees/Tuition,5839,Midwest
2020,Mississippi,Public Out-of-State,2-year,Fees/Tuition,5835,Southeast
2018,Idaho,Private,4-year,Fees/Tuition,5833,West
2016,Iowa,Public Out-of-State,2-year,Fees/Tuition,5832,Midwest
2021,Mississippi,Public Out-of-State,2-year,Fees/Tuition,5820,Southeast
2013,Louisiana,Public In-State,4-year,Fees/Tuition,5817,Southeast
2016,Missouri,Public Out-of-State,2-year,Fees/Tuition,5814,Midwest
2017,South Dakota,Public In-State,2-year,Fees/Tuition,5803,Midwest
2013,Louisiana,Public Out-of-State,2-year,Fees/Tuition,5781,Southeast
2018,District of Columbia,Public In-State,4-year,Fees/Tuition,5756,
2017,Missouri,Public Out-of-State,2-year,Fees/Tuition,5737,Midwest
2017,Ohio,Public Out-of-State,2-year,Fees/Tuition,5721,Midwest
2014,North Dakota,Private,4-year,Room/Board,5715,Midwest
2019,Mississippi,Public Out-of-State,2-year,Fees/Tuition,5709,Southeast
2019,Washington,Public Out-of-State,2-year,Fees/Tuition,5691,West
2014,Vermont,Public In-State,2-year,Fees/Tuition,5668,Northeast
2017,South Dakota,Public Out-of-State,2-year,Fees/Tuition,5660,Midwest
2014,Utah,Public In-State,4-year,Fees/Tuition,5656,West
2013,Michigan,Public Out-of-State,2-year,Fees/Tuition,5651,Midwest
2018,Mississippi,Public Out-of-State,2-year,Fees/Tuition,5626,Southeast
2017,District of Columbia,Public In-State,4-year,Fees/Tuition,5612,
2013,West Virginia,Public In-State,4-year,Fees/Tuition,5599,Southeast
2021,New York,Public In-State,2-year,Fees/Tuition,5576,Northeast
2020,Minnesota,Public In-State,2-year,Fees/Tuition,5566,Midwest
2015,Iowa,Public Out-of-State,2-year,Fees/Tuition,5548,Midwest
2021,Minnesota,Public In-State,2-year,Fees/Tuition,5545,Midwest
2021,Massachusetts,Public In-State,2-year,Fees/Tuition,5529,Northeast
2017,Nevada,Public In-State,4-year,Fees/Tuition,5520,West
2015,Missouri,Public Out-of-State,2-year,Fees/Tuition,5514,Midwest
2016,Texas,Public Out-of-State,2-year,Fees/Tuition,5502,Southwest
2013,New Mexico,Public In-State,4-year,Fees/Tuition,5483,Southwest
2020,New York,Public In-State,2-year,Fees/Tuition,5476,Northeast
2014,Missouri,Public Out-of-State,2-year,Fees/Tuition,5470,Midwest
2013,Vermont,Public In-State,2-year,Fees/Tuition,5452,Northeast
2021,Pennsylvania,Public In-State,2-year,Fees/Tuition,5441,Northeast
2013,North Dakota,Private,4-year,Room/Board,5424,Midwest
2016,South Dakota,Public In-State,2-year,Fees/Tuition,5419,Midwest
2021,Iowa,Public In-State,2-year,Fees/Tuition,5411,Midwest
2015,Texas,Public Out-of-State,2-year,Fees/Tuition,5398,Southwest
2019,Minnesota,Public In-State,2-year,Fees/Tuition,5389,Midwest
2014,Minnesota,Public In-State,2-year,Fees/Tuition,5387,Midwest
2013,Missouri,Public Out-of-State,2-year,Fees/Tuition,5384,Midwest
2018,Minnesota,Public In-State,2-year,Fees/Tuition,5381,Midwest
2013,Utah,Public In-State,4-year,Fees/Tuition,5375,West
2019,New York,Public In-State,2-year,Fees/Tuition,5367,Northeast
2013,Minnesota,Public In-State,2-year,Fees/Tuition,5362,Midwest
2014,Iowa,Public Out-of-State,2-year,Fees/Tuition,5356,Midwest
2020,Pennsylvania,Public In-State,2-year,Fees/Tuition,5348,Northeast
2020,Massachusetts,Public In-State,2-year,Fees/Tuition,5336,Northeast
2016,Minnesota,Public In-State,2-year,Fees/Tuition,5332,Midwest
2015,Minnesota,Public In-State,2-year,Fees/Tuition,5327,Midwest
2018,New Mexico,Public Out-of-State,2-year,Fees/Tuition,5318,Southwest
2017,Minnesota,Public In-State,2-year,Fees/Tuition,5310,Midwest
2020,Iowa,Public In-State,2-year,Fees/Tuition,5306,Midwest
2016,Nevada,Public In-State,4-year,Fees/Tuition,5298,West
2019,Pennsylvania,Public In-State,2-year,Fees/Tuition,5284,Northeast
2013,South Dakota,Public Out-of-State,2-year,Fees/Tuition,5261,Midwest
2016,South Dakota,Public Out-of-State,2-year,Fees/Tuition,5253,Midwest
2015,District of Columbia,Public In-State,4-year,Fees/Tuition,5251,
2016,District of Columbia,Public In-State,4-year,Fees/Tuition,5251,
2014,Texas,Public Out-of-State,2-year,Fees/Tuition,5248,Southwest
2019,Virginia,Public In-State,2-year,Fees/Tuition,5241,Southeast
2020,Virginia,Public In-State,2-year,Fees/Tuition,5237,Southeast
2021,North Dakota,Public In-State,2-year,Fees/Tuition,5233,Midwest
2018,New York,Public In-State,2-year,Fees/Tuition,5229,Northeast
2021,Virginia,Public In-State,2-year,Fees/Tuition,5228,Southeast
2019,Massachusetts,Public In-State,2-year,Fees/Tuition,5192,Northeast
2013,Iowa,Public Out-of-State,2-year,Fees/Tuition,5190,Midwest
2017,Mississippi,Public Out-of-State,2-year,Fees/Tuition,5176,Southeast
2018,Pennsylvania,Public In-State,2-year,Fees/Tuition,5173,Northeast
2019,Iowa,Public In-State,2-year,Fees/Tuition,5137,Midwest
2021,Oregon,Public In-State,2-year,Fees/Tuition,5136,West
2017,New York,Public In-State,2-year,Fees/Tuition,5122,Northeast
2018,Virginia,Public In-State,2-year,Fees/Tuition,5118,Southeast
2013,Texas,Public Out-of-State,2-year,Fees/Tuition,5075,Southwest
2020,North Dakota,Public In-State,2-year,Fees/Tuition,5073,Midwest
2013,South Dakota,Public In-State,2-year,Fees/Tuition,5066,Midwest
2017,Pennsylvania,Public In-State,2-year,Fees/Tuition,5048,Northeast
2021,Alabama,Public In-State,2-year,Fees/Tuition,5048,Southeast
2014,Nevada,Public In-State,4-year,Fees/Tuition,5029,West
2015,Nevada,Public In-State,4-year,Fees/Tuition,5016,West
2015,South Dakota,Public In-State,2-year,Fees/Tuition,5014,Midwest
2018,Massachusetts,Public In-State,2-year,Fees/Tuition,4991,Northeast
2016,New York,Public In-State,2-year,Fees/Tuition,4969,Northeast
2021,South Carolina,Public In-State,2-year,Fees/Tuition,4964,Southeast
2017,Virginia,Public In-State,2-year,Fees/Tuition,4962,Southeast
2013,Nevada,Public In-State,4-year,Fees/Tuition,4953,West
2018,Iowa,Public In-State,2-year,Fees/Tuition,4923,Midwest
2021,New Jersey,Public In-State,2-year,Fees/Tuition,4919,Northeast
2020,South Carolina,Public In-State,2-year,Fees/Tuition,4916,Southeast
2016,New Mexico,Public Out-of-State,2-year,Fees/Tuition,4909,Southwest
2014,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4905,Southeast
2019,North Dakota,Public In-State,2-year,Fees/Tuition,4895,Midwest
2015,South Dakota,Public Out-of-State,2-year,Fees/Tuition,4886,Midwest
2020,Oregon,Public In-State,2-year,Fees/Tuition,4881,West
2020,Alabama,Public In-State,2-year,Fees/Tuition,4854,Southeast
2021,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4845,Southeast
2021,Kansas,Public Out-of-State,2-year,Fees/Tuition,4828,Midwest
2014,South Dakota,Public Out-of-State,2-year,Fees/Tuition,4822,Midwest
2016,Mississippi,Public Out-of-State,2-year,Fees/Tuition,4810,Southeast
2021,Rhode Island,Public In-State,2-year,Fees/Tuition,4806,Northeast
2014,South Dakota,Public In-State,2-year,Fees/Tuition,4800,Midwest
2016,Virginia,Public In-State,2-year,Fees/Tuition,4793,Southeast
2013,Idaho,Private,4-year,Room/Board,4792,West
2016,Pennsylvania,Public In-State,2-year,Fees/Tuition,4791,Northeast
2017,Iowa,Public In-State,2-year,Fees/Tuition,4791,Midwest
2017,Massachusetts,Public In-State,2-year,Fees/Tuition,4785,Northeast
2015,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4781,Southeast
2020,New Jersey,Public In-State,2-year,Fees/Tuition,4779,Northeast
2019,Alabama,Public In-State,2-year,Fees/Tuition,4770,Southeast
2018,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4762,Southeast
2017,New Mexico,Public Out-of-State,2-year,Fees/Tuition,4749,Southwest
2020,Wyoming,Public In-State,4-year,Fees/Tuition,4747,West
2019,South Carolina,Public In-State,2-year,Fees/Tuition,4728,Southeast
2019,New Jersey,Public In-State,2-year,Fees/Tuition,4715,Northeast
2015,New York,Public In-State,2-year,Fees/Tuition,4711,Northeast
2019,Oregon,Public In-State,2-year,Fees/Tuition,4709,West
2018,North Dakota,Public In-State,2-year,Fees/Tuition,4700,Midwest
2020,Rhode Island,Public In-State,2-year,Fees/Tuition,4700,Northeast
2019,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4698,Southeast
2020,Kansas,Public Out-of-State,2-year,Fees/Tuition,4695,Midwest
2020,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4688,Southeast
2015,Mississippi,Public Out-of-State,2-year,Fees/Tuition,4676,Southeast
2014,Alaska,Public In-State,2-year,Fees/Tuition,4652,West
2014,New Mexico,Public Out-of-State,2-year,Fees/Tuition,4642,Southwest
2016,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4638,Southeast
2021,Indiana,Public In-State,2-year,Fees/Tuition,4637,Midwest
2015,New Mexico,Public Out-of-State,2-year,Fees/Tuition,4636,Southwest
2018,Kansas,Public Out-of-State,2-year,Fees/Tuition,4611,Midwest
2013,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4605,Southeast
2019,Wyoming,Public In-State,4-year,Fees/Tuition,4596,West
2015,Pennsylvania,Public In-State,2-year,Fees/Tuition,4589,Northeast
2017,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4582,Southeast
2014,Alaska,Public Out-of-State,2-year,Fees/Tuition,4569,West
2018,Rhode Island,Public In-State,2-year,Fees/Tuition,4564,Northeast
2019,Rhode Island,Public In-State,2-year,Fees/Tuition,4564,Northeast
2021,Washington,Public In-State,2-year,Fees/Tuition,4564,West
2017,North Dakota,Public In-State,2-year,Fees/Tuition,4562,Midwest
2016,Massachusetts,Public In-State,2-year,Fees/Tuition,4559,Northeast
2013,New Mexico,Public Out-of-State,2-year,Fees/Tuition,4558,Southwest
2017,Kansas,Public Out-of-State,2-year,Fees/Tuition,4548,Midwest
2018,New Jersey,Public In-State,2-year,Fees/Tuition,4536,Northeast
2021,Wisconsin,Public In-State,2-year,Fees/Tuition,4534,Midwest
2021,Connecticut,Public In-State,2-year,Fees/Tuition,4522,Northeast
2021,Kentucky,Public In-State,2-year,Fees/Tuition,4517,Southeast
2020,Connecticut,Public In-State,2-year,Fees/Tuition,4516,Northeast
2014,New York,Public In-State,2-year,Fees/Tuition,4507,Northeast
2016,North Dakota,Public In-State,2-year,Fees/Tuition,4506,Midwest
2018,South Carolina,Public In-State,2-year,Fees/Tuition,4502,Southeast
2020,Indiana,Public In-State,2-year,Fees/Tuition,4500,Midwest
2019,Kansas,Public Out-of-State,2-year,Fees/Tuition,4491,Midwest
2018,Oregon,Public In-State,2-year,Fees/Tuition,4487,West
2016,Iowa,Public In-State,2-year,Fees/Tuition,4478,Midwest
